PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35,PC_36,PC_37,PC_38,PC_39,PC_40,PC_41,PC_42,PC_43,PC_44,PC_45,PC_46,PC_47,PC_48,PC_49,PC_50,PC_51,PC_52,PC_53,PC_54,PC_55,PC_56,PC_57,PC_58,PC_59,PC_60,PC_61,PC_62,PC_63,PC_64,dbid,keggid
-0.17859004437328407,-0.3984485174807219,1.083912287701958,-0.3878421278180029,-0.3857754697641853,0.13349738522550605,0.15477372779934587,-0.05191480129866029,-0.0010437905206391706,-0.04906853780106839,-0.1691492432892347,-0.14043411888456503,-0.18472636490965844,-0.019918543091392692,-0.08574866362915642,-0.021235484457579817,0.0195488827215563,-0.04881595510277608,0.04906715240720145,-0.0340394968117182,-0.032591883695355255,-0.026699879559593655,-0.007295578950377334,-0.012570296803974009,0.002573073947274592,0.029888253223319634,-0.028052835632499183,-0.007999406059726483,0.007421842749802024,0.003841495959119615,-0.0027012112972359717,-0.003728708091775231,-0.0016008581651081443,-0.0012723004393572445,-0.004741559030903704,-0.0011752027058751877,-0.007301921758673584,0.0005296717401463012,-0.008048519222333649,-0.002813023877819871,-0.00038570841847053564,2.206494999793039e-05,-0.0004726191256274967,0.0007614400261628193,-0.0013511949795216133,-0.00028102006825487125,-0.002031529415126719,-0.0002130533441250806,0.0034025756436068142,-0.0015711417827422652,0.001978242992368593,-0.0006759973992525402,0.0006873716429281993,-0.002059752772101161,-0.0006835807503209864,-0.0015828265073225371,-0.00023634096010603434,0.0006292572610562924,-0.00019840481984911615,7.230899903596057e-05,-0.00046618778732433644,-0.0022507039707529547,-0.00011892952994630632,0.0004838031733709763,DB00006,D03136
0.325163309428719,-0.7614406424257317,0.8320821318964473,-0.034952022766539095,-0.265243077430439,0.10888523669244456,-0.31542256589848156,-0.2690617656356307,-0.15746600773064598,-0.035656773716382276,0.010739015623417907,0.023003805003451665,0.014071221617813373,-0.02045704909551554,-0.19659828038435292,-0.03178489854728075,-0.006969497903104378,-0.009794488880809155,-0.01437587238289405,-0.03439212853212708,-0.005677472833108542,-0.023599314142561764,-0.002803507764337949,-0.014928145478948576,-0.002093443089046754,0.019343870699594094,-0.013571522325317277,-0.0025576678204291214,0.005499598832241884,0.0007011260170302593,-0.0019746527785116934,-0.00705346201811102,-0.00241910270875328,-0.0018951494801193276,0.00033784471912524846,0.0010377357252742238,-0.001321423962711038,0.00034197747709029916,-0.006875647784785659,-0.0030472004654737636,-0.0007817141382117811,-0.00034199475072988454,0.0025823257948912872,0.0017057024539744669,-0.0016793610086775785,-0.0015670147874561773,-0.0007066655503420486,3.9846572478231755e-05,0.003500460049047824,-0.0012860188504139466,0.001825393765811847,-0.00045821867450249,6.422743898007029e-05,-0.0019332330544400258,-0.0009354024367713789,9.618977123513199e-05,-0.0022154703315047032,0.0008422720558209951,-0.00033704704665021954,0.0006547401909038835,0.0004306059576944934,-0.0021462358684412254,-0.00016141467799401583,0.0006392713130882173,DB00007,D08113
0.32516330942871857,-0.7614406424257351,0.8320821318964466,-0.03495202276653472,-0.26524307743043385,0.10888523669244975,-0.3154225658984926,-0.2690617656356217,-0.15746600773063343,-0.03565677371638707,0.01073901562340361,0.023003805003468804,0.014071221617823319,-0.020457049095512325,-0.19659828038435484,-0.03178489854727928,-0.006969497903105229,-0.009794488880824325,-0.01437587238290556,-0.03439212853212835,-0.0056774728330996355,-0.023599314142564814,-0.002803507764346428,-0.014928145478934467,-0.0020934430890481815,0.01934387069959524,-0.013571522325316249,-0.0025576678204289817,0.005499598832241698,0.0007011260170317322,-0.0019746527785115173,-0.007053462018110191,-0.002419102708752603,-0.0018951494801181187,0.00033784471912459035,0.0010377357252720223,-0.001321423962713786,0.0003419774770899468,-0.0068756477847853594,-0.00304720046547271,-0.0007817141382116263,-0.0003419947507301284,0.002582325794890911,0.0017057024539747763,-0.001679361008677552,-0.0015670147874562851,-0.0007066655503416769,3.9846572478350204e-05,0.0035004600490468906,-0.001286018850413792,0.0018253937658128715,-0.0004582186745027534,6.422743897972922e-05,-0.0019332330544401454,-0.0009354024367717112,9.618977123504467e-05,-0.0022154703315046464,0.0008422720558205919,-0.0003370470466507438,0.0006547401909037844,0.0004306059576952838,-0.002146235868440782,-0.00016141467799444856,0.0006392713130879568,DB00014,D00573
0.32516330942871796,-0.7614406424257365,0.8320821318964462,-0.034952022766537645,-0.26524307743044345,0.108885236692456,-0.3154225658984883,-0.2690617656356016,-0.1574660077306335,-0.03565677371637371,0.010739015623421761,0.023003805003459027,0.01407122161781047,-0.02045704909551365,-0.1965982803843464,-0.031784898547282,-0.006969497903111437,-0.00979448888084776,-0.014375872382902085,-0.03439212853214007,-0.005677472833094604,-0.02359931414256221,-0.0028035077643443185,-0.014928145478942398,-0.002093443089046786,0.01934387069959383,-0.013571522325318025,-0.0025576678204295845,0.005499598832242182,0.0007011260170302811,-0.0019746527785116565,-0.007053462018109911,-0.0024191027087525664,-0.0018951494801182091,0.00033784471912594224,0.001037735725273083,-0.0013214239627169558,0.0003419774770898743,-0.006875647784786982,-0.003047200465475187,-0.0007817141382121161,-0.0003419947507288581,0.0025823257948874357,0.0017057024539722393,-0.0016793610086784096,-0.0015670147874564755,-0.0007066655503418233,3.984657247863379e-05,0.003500460049047609,-0.0012860188504142138,0.0018253937658131252,-0.0004582186745021974,6.422743897926584e-05,-0.0019332330544405475,-0.0009354024367712876,9.618977123470783e-05,-0.0022154703315041165,0.000842272055821234,-0.00033704704665032557,0.0006547401909041842,0.00043060595769462383,-0.0021462358684407636,-0.00016141467799410568,0.0006392713130887944,DB00027,D04369
0.3622759509354305,-0.8741509941970149,0.7001755645300554,-0.5636960900446903,0.5518758189772136,0.12797453668280498,-0.38051767186870644,-0.2139306319987423,-0.14905894796281322,-0.04186257084415769,-0.037526288503236964,0.017313111182110097,-0.02839644348693521,0.053444317226563336,-0.15199739746596957,-0.016701493580575755,-0.008049970687753117,0.019016630124210517,-0.013420977900398362,-0.01667701576461107,0.006652802399064105,-0.02499531442734945,-0.0029766803047072622,-0.012585206650276888,-0.004615297391417074,0.008551116693661258,-0.001761489680943328,-0.0016465981954015795,0.005291893194582017,-0.004124697777037154,-0.0028719729997577293,-0.00354205795477191,-0.0019175808023439165,-0.002192306873055446,-0.0009338636502962931,0.0024364600100677688,-0.0017365821575507378,0.0005770513391015745,-0.005586583036483062,-0.0019106239477273892,0.0004002493883841708,-0.0013267763338659715,0.0025565480446201813,0.0023510371203314174,0.00043991662222366565,0.0012617695839110795,-0.001345161214898758,0.000284015111488228,0.003125684518367907,-0.00030484066232802035,-0.0001668709869122639,0.001720347217857334,-0.0005434561948156237,-0.0008068790441544045,-0.0007623983299965264,-0.0015423713003280403,-0.003629466753417696,-0.0010772921022912307,0.0020199962852957623,-0.0005868056167131164,0.0014367304867917664,-0.0009994802019954025,-0.0013517679062236363,0.0001657779943032793,DB00035,D00291
0.32232151496610933,-0.8532143172572921,0.7170109223442424,-0.03216470385107884,-0.3173763147469152,0.22832651840432322,-0.4075082597147827,-0.013287791353097331,0.5088837309499072,-0.6524240974957972,0.2127213577571654,0.10392044993330582,0.12206087272672116,-0.007352417217232386,-0.20498835930050907,0.004872725788665154,0.022341143302380177,0.012920606540050152,-0.026343975291406464,-0.03699999150887289,-0.017249587879602613,-0.017774117264164377,-0.0021435341503576208,-0.005186783051561569,0.002648747404550502,0.026082990343383614,-0.00273364898003988,-0.001778263317777496,0.005871731720213551,0.00017614638885453702,-0.004212135301282593,-0.0030888719403371254,-0.0012999868381503284,-0.0029865641581691056,-0.0007238563763716787,0.00019835888208937364,0.0005622665921262672,-0.0004973122596157026,-0.004689952366194197,-2.0942128978750745e-05,-0.0002380204272193128,0.00294528008511636,-0.011249020133847019,-0.010982469974761941,-0.0001910587525826757,-0.00139467567185736,0.0012626215014174033,0.0007724987981982456,0.0028857533822943954,0.0008587208312713959,0.0023056850253459407,-0.0007892516783052238,0.0009207571143492215,-0.004323907226513028,-0.0019841200697813025,-0.0002500019495626119,-0.0016035529200300175,0.0015998942877141714,-8.919305797889578e-06,0.0006199710068981221,0.0010855325124055268,-0.001593163122106627,-0.0008431771123355576,-0.0014576951859282526,DB00050,D07665
-0.10775707709956531,-0.4686560876673964,-0.5255579576853624,-0.3323402470656383,0.6136322203159392,-0.12003161956826594,-0.23527294992139292,-0.21274510561756962,-0.2856956943604672,-0.0314793638300097,0.08506389084518695,0.06761956697054394,0.015482713758699492,0.04340875852280809,-0.23094835827341292,-0.04704734652623571,0.06684011417308518,0.19126758410338002,0.4439208235723435,-0.46350254154559334,0.07584631826659455,0.20411527185255962,-0.31064914966119805,0.4475077841997739,-0.08605817803974644,-0.20828629816959449,-0.002027202896384289,0.02107200448249197,0.0036049169778491126,-0.05206566182993385,0.005044437033337333,-0.010271467035120066,-0.06574375797288624,0.0470335436042273,0.04529874885137813,-0.14908507900607904,-0.0060829866892474944,-0.032941080385454714,0.00275382400169336,0.014607037782519237,-0.0033927442777265475,0.024270020814447183,0.055870272248556715,-0.04380241854637531,0.011461522468243236,-0.03536124185626373,-0.0035554801623678017,-0.01476017222862987,-0.0015084230290688479,0.0018185375659550247,-0.05326753100521913,0.03883482343816588,-0.0539798808679936,-0.025326170921275457,-7.802341449533563e-05,-0.0016400136177543375,0.001365478866585809,-0.0032352808021439664,-0.021566642691545884,0.021948979247684224,-0.030353970892265714,0.0032981274566190474,-0.021988909824024055,-0.002292642537255345,DB00067,D00101
0.32516330942871763,-0.7614406424257366,0.8320821318964473,-0.034952022766535626,-0.26524307743043285,0.1088852366924403,-0.3154225658984871,-0.26906176563562195,-0.15746600773063935,-0.035656773716378716,0.010739015623391421,0.023003805003472634,0.0140712216178152,-0.020457049095515347,-0.19659828038434762,-0.031784898547278735,-0.00696949790309182,-0.009794488880823573,-0.014375872382902131,-0.03439212853212202,-0.005677472833103446,-0.023599314142570715,-0.0028035077643535737,-0.014928145478923982,-0.002093443089049192,0.01934387069959322,-0.01357152232531747,-0.002557667820429184,0.005499598832244258,0.0007011260170311328,-0.001974652778512212,-0.0070534620181101,-0.0024191027087532685,-0.001895149480116861,0.00033784471912458883,0.0010377357252705343,-0.0013214239627126702,0.0003419774770896396,-0.006875647784786398,-0.0030472004654719456,-0.0007817141382121497,-0.0003419947507321861,0.0025823257949002015,0.001705702453981422,-0.0016793610086777815,-0.0015670147874568417,-0.0007066655503423573,3.984657247793177e-05,0.0035004600490499424,-0.0012860188504134418,0.0018253937658122448,-0.00045821867450249393,6.422743897922224e-05,-0.0019332330544394346,-0.0009354024367721488,9.618977123569565e-05,-0.0022154703315052336,0.0008422720558197382,-0.0003370470466509214,0.0006547401909045852,0.00043060595769529424,-0.0021462358684402496,-0.00016141467799489644,0.0006392713130862798,DB00080,D01080
-0.16479948650944465,-0.3863382511908994,1.1137092128072592,-0.39967650383766656,-0.37218701795384934,-0.26177577953089426,0.1239701468677978,-0.23357730102518873,0.5367027021680647,0.42271456276533265,-0.0815435921189576,-0.07833623190557473,-0.1794086477398274,-0.011834887568161782,-0.03578924336440541,-0.004239323733134952,0.06978029892655381,-0.013772739952318414,0.06615208031876159,0.02623903597788088,-0.06450291978649397,-0.0046435792711323216,0.4255129718559992,0.273072658820255,-0.011978326835955509,-0.027759897000777918,-0.01100179634481177,-0.004895254909198922,0.010963681375017017,0.0016064214761677853,-0.0069672830713704715,0.0005160897427944139,0.0012675673550856836,-0.0025455075283037335,-0.0051176969477270745,-0.0026972686222278205,-0.0019705488062999503,-0.00012572221534856728,-0.007905016479586328,0.0003253180751046022,-0.0003416719424396134,-0.002031462409977185,0.00167299996217646,0.0028860719585121286,4.9238377480942044e-05,-0.0009250414222316625,-0.0006063226924386366,0.0007754616915873616,0.003694970463758694,-2.9710055679772003e-05,0.0007406341880730892,-0.00026256230908452776,0.001993880437224655,-0.003055005901406323,-0.001720317606966476,-0.0005686464993947443,-0.0021401712375949396,0.0014435822815349122,-0.0003212029583677281,0.0003094944446294429,-0.0009062185378621572,-0.0019321850489299737,8.988776172174944e-06,-0.00039821112842769923,DB00091,D00184
1.4394498116239622,-0.13828724748886168,0.5530990971179149,-0.4968636202606194,0.7323436375558319,0.3068185829239022,0.21064613108274738,-0.10970630165355787,-0.03468923481983199,-0.021642901403998216,0.0802361874368479,-0.009772588172819743,0.005821540162643854,-0.6185216381219143,0.07388689632925373,0.07160735795956674,0.021740997391485873,-0.5016523761195225,0.15600295039349527,0.011313873564817176,-0.03129119561870782,-0.04887243094482155,0.007430623306994616,0.011885061661353898,0.050328403503184245,0.0031243682774591847,-0.00045296255539631656,-0.00276193854404218,0.006107343777440487,0.004483599866973294,-0.005885818399014417,0.0018805422259708753,0.00020775805387737744,0.0034600061947602815,-0.005249750181687141,-0.0015938649915668947,0.0012490242837651933,0.0018651576015748113,-0.004912720621198207,-0.006175998325362707,0.0024916818509840366,-0.003081536282861154,0.0017095279822685512,0.0034676705015531974,-0.004477383774018999,0.0037826558903722943,-0.003324076547877545,0.00255711057834536,0.0006112753271523626,0.000998918687129299,-0.0023095918731967364,0.0004027950632316358,-0.0024168959425017646,-0.004176458493868472,-0.0021829535654278717,-0.000661311914092367,-0.003376631822286131,-0.0032071411565729427,0.00026845259075955897,-0.0011331603190304234,0.003037641037259316,0.000593850530229501,-0.0004801499928079389,-0.0007293819204943094,DB00104,D00442
